"","lengthvessel_m","gear_type","date","totalcatch_kg","length_cm","lat","lon","icesrect","month","year","fishingseason","source","species","weight_g","samplewt_g","n","Source_nameAn"
"382",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",69,3682,1,"Processor 2"
"383",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",70,3682,2,"Processor 2"
"384",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",71,3682,1,"Processor 2"
"385",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",78,3682,1,"Processor 2"
"386",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",82,3682,1,"Processor 2"
"387",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",83,3682,1,"Processor 2"
"388",NA,NA,"2021-08-15",9600,18,NA,NA,NA,8,2021,NA,"processor","PIL",86,3682,1,"Processor 2"
"389",NA,NA,"2021-08-15",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",70,3682,1,"Processor 2"
"390",NA,NA,"2021-08-15",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",76,3682,1,"Processor 2"
"391",NA,NA,"2021-08-15",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",77,3682,1,"Processor 2"
"392",NA,NA,"2021-08-15",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",79,3682,1,"Processor 2"
"393",NA,NA,"2021-08-15",9600,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",86,3682,1,"Processor 2"
"394",NA,NA,"2021-08-15",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",79,3682,1,"Processor 2"
"395",NA,NA,"2021-08-15",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",80,3682,1,"Processor 2"
"396",NA,NA,"2021-08-15",9600,19,NA,NA,NA,8,2021,NA,"processor","PIL",86,3682,3,"Processor 2"
"397",NA,NA,"2021-08-15",9600,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",82,3682,2,"Processor 2"
"398",NA,NA,"2021-08-15",9600,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",94,3682,1,"Processor 2"
"399",NA,NA,"2021-08-15",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",88,3682,1,"Processor 2"
"400",NA,NA,"2021-08-15",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",92,3682,2,"Processor 2"
"401",NA,NA,"2021-08-15",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",93,3682,1,"Processor 2"
"402",NA,NA,"2021-08-15",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",98,3682,1,"Processor 2"
"403",NA,NA,"2021-08-15",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",104,3682,1,"Processor 2"
"404",NA,NA,"2021-08-15",9600,20,NA,NA,NA,8,2021,NA,"processor","PIL",111,3682,1,"Processor 2"
"405",NA,NA,"2021-08-15",9000,13.5,NA,NA,NA,8,2021,NA,"processor","PIL",28,2320,1,"Processor 2"
"406",NA,NA,"2021-08-15",9000,14,NA,NA,NA,8,2021,NA,"processor","PIL",31,2320,1,"Processor 2"
"407",NA,NA,"2021-08-15",9000,14,NA,NA,NA,8,2021,NA,"processor","PIL",37,2320,1,"Processor 2"
"408",NA,NA,"2021-08-15",9000,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",31,2320,2,"Processor 2"
"409",NA,NA,"2021-08-15",9000,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",34,2320,1,"Processor 2"
"410",NA,NA,"2021-08-15",9000,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",36,2320,1,"Processor 2"
"411",NA,NA,"2021-08-15",9000,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",37,2320,2,"Processor 2"
"412",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",31,2320,1,"Processor 2"
"413",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",35,2320,3,"Processor 2"
"414",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",36,2320,1,"Processor 2"
"415",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",37,2320,1,"Processor 2"
"416",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",38,2320,1,"Processor 2"
"417",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",39,2320,2,"Processor 2"
"418",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",42,2320,1,"Processor 2"
"419",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",43,2320,1,"Processor 2"
"420",NA,NA,"2021-08-15",9000,15,NA,NA,NA,8,2021,NA,"processor","PIL",46,2320,2,"Processor 2"
"421",NA,NA,"2021-08-15",9000,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",40,2320,1,"Processor 2"
"422",NA,NA,"2021-08-15",9000,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",48,2320,1,"Processor 2"
"423",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",46,2320,2,"Processor 2"
"424",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",49,2320,1,"Processor 2"
"425",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",50,2320,1,"Processor 2"
"426",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",51,2320,3,"Processor 2"
"427",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",54,2320,1,"Processor 2"
"428",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",55,2320,1,"Processor 2"
"429",NA,NA,"2021-08-15",9000,16,NA,NA,NA,8,2021,NA,"processor","PIL",56,2320,1,"Processor 2"
"430",NA,NA,"2021-08-15",9000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",52,2320,2,"Processor 2"
"431",NA,NA,"2021-08-15",9000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",57,2320,1,"Processor 2"
"432",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",46,2320,1,"Processor 2"
"433",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",53,2320,1,"Processor 2"
"434",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",54,2320,1,"Processor 2"
"435",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",56,2320,1,"Processor 2"
"436",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",57,2320,2,"Processor 2"
"437",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",58,2320,2,"Processor 2"
"438",NA,NA,"2021-08-15",9000,17,NA,NA,NA,8,2021,NA,"processor","PIL",63,2320,1,"Processor 2"
"439",NA,NA,"2021-08-15",9000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",62,2320,1,"Processor 2"
"440",NA,NA,"2021-08-15",9000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",73,2320,1,"Processor 2"
"441",NA,NA,"2021-08-15",9000,18,NA,NA,NA,8,2021,NA,"processor","PIL",60,2320,1,"Processor 2"
"442",NA,NA,"2021-08-15",9000,18,NA,NA,NA,8,2021,NA,"processor","PIL",61,2320,1,"Processor 2"
"443",NA,NA,"2021-08-16",6000,15,NA,NA,NA,8,2021,NA,"processor","PIL",29,2251,2,"Processor 2"
"444",NA,NA,"2021-08-16",6000,15,NA,NA,NA,8,2021,NA,"processor","PIL",30,2251,1,"Processor 2"
"445",NA,NA,"2021-08-16",6000,15,NA,NA,NA,8,2021,NA,"processor","PIL",34,2251,2,"Processor 2"
"446",NA,NA,"2021-08-16",6000,15,NA,NA,NA,8,2021,NA,"processor","PIL",36,2251,1,"Processor 2"
"447",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",30,2251,1,"Processor 2"
"448",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",32,2251,2,"Processor 2"
"449",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",33,2251,5,"Processor 2"
"450",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",35,2251,4,"Processor 2"
"451",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",36,2251,4,"Processor 2"
"452",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",37,2251,1,"Processor 2"
"453",NA,NA,"2021-08-16",6000,16,NA,NA,NA,8,2021,NA,"processor","PIL",38,2251,2,"Processor 2"
"454",NA,NA,"2021-08-16",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",35,2251,1,"Processor 2"
"455",NA,NA,"2021-08-16",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",36,2251,1,"Processor 2"
"456",NA,NA,"2021-08-16",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",37,2251,1,"Processor 2"
"457",NA,NA,"2021-08-16",6000,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",40,2251,1,"Processor 2"
"458",NA,NA,"2021-08-16",6000,17,NA,NA,NA,8,2021,NA,"processor","PIL",47,2251,1,"Processor 2"
"459",NA,NA,"2021-08-16",6000,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",49,2251,1,"Processor 2"
"460",NA,NA,"2021-08-16",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",45,2251,1,"Processor 2"
"461",NA,NA,"2021-08-16",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",47,2251,1,"Processor 2"
"462",NA,NA,"2021-08-16",6000,18,NA,NA,NA,8,2021,NA,"processor","PIL",51,2251,1,"Processor 2"
"463",NA,NA,"2021-08-16",6000,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",53,2251,1,"Processor 2"
"464",NA,NA,"2021-08-16",6000,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",56,2251,1,"Processor 2"
"465",NA,NA,"2021-08-16",6000,19,NA,NA,NA,8,2021,NA,"processor","PIL",56,2251,2,"Processor 2"
"466",NA,NA,"2021-08-16",6000,19,NA,NA,NA,8,2021,NA,"processor","PIL",59,2251,1,"Processor 2"
"467",NA,NA,"2021-08-16",6000,19,NA,NA,NA,8,2021,NA,"processor","PIL",61,2251,1,"Processor 2"
"468",NA,NA,"2021-08-16",6000,19,NA,NA,NA,8,2021,NA,"processor","PIL",63,2251,1,"Processor 2"
"469",NA,NA,"2021-08-16",6000,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,2251,1,"Processor 2"
"470",NA,NA,"2021-08-16",6000,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",62,2251,1,"Processor 2"
"471",NA,NA,"2021-08-16",6000,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",67,2251,1,"Processor 2"
"472",NA,NA,"2021-08-16",6000,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",68,2251,1,"Processor 2"
"473",NA,NA,"2021-08-16",6000,20,NA,NA,NA,8,2021,NA,"processor","PIL",62,2251,1,"Processor 2"
"474",NA,NA,"2021-08-16",6000,20,NA,NA,NA,8,2021,NA,"processor","PIL",70,2251,1,"Processor 2"
"475",NA,NA,"2021-08-16",6000,21,NA,NA,NA,8,2021,NA,"processor","PIL",64,2251,1,"Processor 2"
"476",NA,NA,"2021-08-16",6000,21,NA,NA,NA,8,2021,NA,"processor","PIL",79,2251,1,"Processor 2"
"477",NA,NA,"2021-08-16",6000,21,NA,NA,NA,8,2021,NA,"processor","PIL",82,2251,1,"Processor 2"
"478",NA,NA,"2021-08-16",2700,15,NA,NA,NA,8,2021,NA,"processor","PIL",31,3110,1,"Processor 2"
"479",NA,NA,"2021-08-16",2700,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",35,3110,1,"Processor 2"
"480",NA,NA,"2021-08-16",2700,16,NA,NA,NA,8,2021,NA,"processor","PIL",33,3110,1,"Processor 2"
"481",NA,NA,"2021-08-16",2700,16,NA,NA,NA,8,2021,NA,"processor","PIL",34,3110,1,"Processor 2"
"482",NA,NA,"2021-08-16",2700,16,NA,NA,NA,8,2021,NA,"processor","PIL",36,3110,2,"Processor 2"
"483",NA,NA,"2021-08-16",2700,16,NA,NA,NA,8,2021,NA,"processor","PIL",38,3110,1,"Processor 2"
"484",NA,NA,"2021-08-16",2700,16,NA,NA,NA,8,2021,NA,"processor","PIL",40,3110,1,"Processor 2"
"485",NA,NA,"2021-08-16",2700,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",43,3110,1,"Processor 2"
"486",NA,NA,"2021-08-16",2700,18,NA,NA,NA,8,2021,NA,"processor","PIL",49,3110,1,"Processor 2"
"487",NA,NA,"2021-08-16",2700,18,NA,NA,NA,8,2021,NA,"processor","PIL",53,3110,1,"Processor 2"
"488",NA,NA,"2021-08-16",2700,18,NA,NA,NA,8,2021,NA,"processor","PIL",54,3110,1,"Processor 2"
"489",NA,NA,"2021-08-16",2700,18,NA,NA,NA,8,2021,NA,"processor","PIL",56,3110,1,"Processor 2"
"490",NA,NA,"2021-08-16",2700,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",35,3110,1,"Processor 2"
"491",NA,NA,"2021-08-16",2700,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",55,3110,1,"Processor 2"
"492",NA,NA,"2021-08-16",2700,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",57,3110,1,"Processor 2"
"493",NA,NA,"2021-08-16",2700,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,3110,1,"Processor 2"
"494",NA,NA,"2021-08-16",2700,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",63,3110,1,"Processor 2"
"495",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",56,3110,1,"Processor 2"
"496",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",58,3110,2,"Processor 2"
"497",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",59,3110,2,"Processor 2"
"498",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",61,3110,1,"Processor 2"
"499",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",62,3110,2,"Processor 2"
"500",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",64,3110,1,"Processor 2"
"501",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",65,3110,1,"Processor 2"
"502",NA,NA,"2021-08-16",2700,19,NA,NA,NA,8,2021,NA,"processor","PIL",67,3110,1,"Processor 2"
"503",NA,NA,"2021-08-16",2700,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",60,3110,1,"Processor 2"
"504",NA,NA,"2021-08-16",2700,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",62,3110,1,"Processor 2"
"505",NA,NA,"2021-08-16",2700,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",68,3110,1,"Processor 2"
"506",NA,NA,"2021-08-16",2700,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",69,3110,1,"Processor 2"
"507",NA,NA,"2021-08-16",2700,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",72,3110,1,"Processor 2"
"508",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",68,3110,1,"Processor 2"
"509",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",69,3110,2,"Processor 2"
"510",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",72,3110,1,"Processor 2"
"511",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",74,3110,1,"Processor 2"
"512",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",75,3110,1,"Processor 2"
"513",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",82,3110,1,"Processor 2"
"514",NA,NA,"2021-08-16",2700,20,NA,NA,NA,8,2021,NA,"processor","PIL",84,3110,1,"Processor 2"
"515",NA,NA,"2021-08-16",2700,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",78,3110,1,"Processor 2"
"516",NA,NA,"2021-08-16",2700,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",81,3110,1,"Processor 2"
"517",NA,NA,"2021-08-16",2700,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",83,3110,1,"Processor 2"
"518",NA,NA,"2021-08-16",2700,21,NA,NA,NA,8,2021,NA,"processor","PIL",83,3110,1,"Processor 2"
"519",NA,NA,"2021-08-16",2700,21,NA,NA,NA,8,2021,NA,"processor","PIL",85,3110,1,"Processor 2"
"520",NA,NA,"2021-08-16",2700,22,NA,NA,NA,8,2021,NA,"processor","PIL",96,3110,1,"Processor 2"
"521",NA,NA,"2021-08-16",2700,22,NA,NA,NA,8,2021,NA,"processor","PIL",100,3110,1,"Processor 2"
"522",NA,NA,"2021-08-16",2700,23,NA,NA,NA,8,2021,NA,"processor","PIL",103,3110,1,"Processor 2"
"523",NA,NA,"2021-08-17",1800,13,NA,NA,NA,8,2021,NA,"processor","PIL",40,3701,1,"Processor 2"
"524",NA,NA,"2021-08-17",1800,15.5,NA,NA,NA,8,2021,NA,"processor","PIL",53,3701,1,"Processor 2"
"525",NA,NA,"2021-08-17",1800,16,NA,NA,NA,8,2021,NA,"processor","PIL",51,3701,1,"Processor 2"
"526",NA,NA,"2021-08-17",1800,16,NA,NA,NA,8,2021,NA,"processor","PIL",56,3701,1,"Processor 2"
"527",NA,NA,"2021-08-17",1800,16,NA,NA,NA,8,2021,NA,"processor","PIL",67,3701,1,"Processor 2"
"528",NA,NA,"2021-08-17",1800,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,3701,1,"Processor 2"
"529",NA,NA,"2021-08-17",1800,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",63,3701,1,"Processor 2"
"530",NA,NA,"2021-08-17",1800,17,NA,NA,NA,8,2021,NA,"processor","PIL",59,3701,1,"Processor 2"
"531",NA,NA,"2021-08-17",1800,17,NA,NA,NA,8,2021,NA,"processor","PIL",61,3701,1,"Processor 2"
"532",NA,NA,"2021-08-17",1800,17,NA,NA,NA,8,2021,NA,"processor","PIL",64,3701,1,"Processor 2"
"533",NA,NA,"2021-08-17",1800,17,NA,NA,NA,8,2021,NA,"processor","PIL",68,3701,1,"Processor 2"
"534",NA,NA,"2021-08-17",1800,17,NA,NA,NA,8,2021,NA,"processor","PIL",73,3701,1,"Processor 2"
"535",NA,NA,"2021-08-17",1800,17,NA,NA,NA,8,2021,NA,"processor","PIL",77,3701,1,"Processor 2"
"536",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",54,3701,1,"Processor 2"
"537",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",61,3701,1,"Processor 2"
"538",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",63,3701,1,"Processor 2"
"539",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",65,3701,1,"Processor 2"
"540",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",71,3701,1,"Processor 2"
"541",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",73,3701,1,"Processor 2"
"542",NA,NA,"2021-08-17",1800,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",79,3701,1,"Processor 2"
"543",NA,NA,"2021-08-17",1800,18,NA,NA,NA,8,2021,NA,"processor","PIL",74,3701,1,"Processor 2"
"544",NA,NA,"2021-08-17",1800,18,NA,NA,NA,8,2021,NA,"processor","PIL",75,3701,1,"Processor 2"
"545",NA,NA,"2021-08-17",1800,18,NA,NA,NA,8,2021,NA,"processor","PIL",77,3701,1,"Processor 2"
"546",NA,NA,"2021-08-17",1800,18,NA,NA,NA,8,2021,NA,"processor","PIL",78,3701,1,"Processor 2"
"547",NA,NA,"2021-08-17",1800,18,NA,NA,NA,8,2021,NA,"processor","PIL",80,3701,1,"Processor 2"
"548",NA,NA,"2021-08-17",1800,18,NA,NA,NA,8,2021,NA,"processor","PIL",90,3701,1,"Processor 2"
"549",NA,NA,"2021-08-17",1800,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",64,3701,1,"Processor 2"
"550",NA,NA,"2021-08-17",1800,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",73,3701,1,"Processor 2"
"551",NA,NA,"2021-08-17",1800,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",76,3701,1,"Processor 2"
"552",NA,NA,"2021-08-17",1800,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",78,3701,1,"Processor 2"
"553",NA,NA,"2021-08-17",1800,18.5,NA,NA,NA,8,2021,NA,"processor","PIL",79,3701,1,"Processor 2"
"554",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",73,3701,1,"Processor 2"
"555",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",76,3701,1,"Processor 2"
"556",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",77,3701,1,"Processor 2"
"557",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",80,3701,1,"Processor 2"
"558",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",83,3701,2,"Processor 2"
"559",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",84,3701,1,"Processor 2"
"560",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",85,3701,1,"Processor 2"
"561",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",88,3701,1,"Processor 2"
"562",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",91,3701,1,"Processor 2"
"563",NA,NA,"2021-08-17",1800,19,NA,NA,NA,8,2021,NA,"processor","PIL",98,3701,1,"Processor 2"
"564",NA,NA,"2021-08-17",1800,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",81,3701,1,"Processor 2"
"565",NA,NA,"2021-08-17",1800,19.5,NA,NA,NA,8,2021,NA,"processor","PIL",91,3701,1,"Processor 2"
"566",NA,NA,"2021-08-17",1800,20,NA,NA,NA,8,2021,NA,"processor","PIL",74,3701,1,"Processor 2"
"567",NA,NA,"2021-08-17",1800,20,NA,NA,NA,8,2021,NA,"processor","PIL",81,3701,1,"Processor 2"
"568",NA,NA,"2021-08-17",1800,20,NA,NA,NA,8,2021,NA,"processor","PIL",82,3701,1,"Processor 2"
"569",NA,NA,"2021-08-17",1800,20,NA,NA,NA,8,2021,NA,"processor","PIL",86,3701,1,"Processor 2"
"570",NA,NA,"2021-08-17",1800,20,NA,NA,NA,8,2021,NA,"processor","PIL",91,3701,1,"Processor 2"
"571",NA,NA,"2021-08-17",1800,20.5,NA,NA,NA,8,2021,NA,"processor","PIL",97,3701,1,"Processor 2"
"572",NA,NA,"2021-08-18",3300,14,NA,NA,NA,8,2021,NA,"processor","PIL",36,3522,1,"Processor 2"
"573",NA,NA,"2021-08-18",3300,14.5,NA,NA,NA,8,2021,NA,"processor","PIL",42,3522,1,"Processor 2"
"574",NA,NA,"2021-08-18",3300,15,NA,NA,NA,8,2021,NA,"processor","PIL",46,3522,1,"Processor 2"
"575",NA,NA,"2021-08-18",3300,16,NA,NA,NA,8,2021,NA,"processor","PIL",58,3522,1,"Processor 2"
"576",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",17,3522,1,"Processor 2"
"577",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",57,3522,1,"Processor 2"
"578",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",58,3522,1,"Processor 2"
"579",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",59,3522,1,"Processor 2"
"580",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",60,3522,1,"Processor 2"
"581",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",61,3522,1,"Processor 2"
"582",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",63,3522,2,"Processor 2"
"583",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",65,3522,1,"Processor 2"
"584",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",66,3522,3,"Processor 2"
"585",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",67,3522,1,"Processor 2"
"586",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",69,3522,1,"Processor 2"
"587",NA,NA,"2021-08-18",3300,16.5,NA,NA,NA,8,2021,NA,"processor","PIL",72,3522,1,"Processor 2"
"588",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",66,3522,1,"Processor 2"
"589",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",67,3522,1,"Processor 2"
"590",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",69,3522,1,"Processor 2"
"591",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",71,3522,1,"Processor 2"
"592",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",72,3522,2,"Processor 2"
"593",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",74,3522,1,"Processor 2"
"594",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",77,3522,1,"Processor 2"
"595",NA,NA,"2021-08-18",3300,17,NA,NA,NA,8,2021,NA,"processor","PIL",85,3522,1,"Processor 2"
"596",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",70,3522,1,"Processor 2"
"597",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",71,3522,2,"Processor 2"
"598",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",75,3522,1,"Processor 2"
"599",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",76,3522,2,"Processor 2"
"600",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",77,3522,4,"Processor 2"
"601",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",78,3522,1,"Processor 2"
"602",NA,NA,"2021-08-18",3300,17.5,NA,NA,NA,8,2021,NA,"processor","PIL",79,3522,1,"Processor 2"
